구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),차입금의존도,차입금의존도,차입금의존도,차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,현금비율,현금비율,현금비율,부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율
에스디엔(주),99220,0.34,-0.04,1.48,0.25,1,0.61,1977880,1100675,5517421,1437636,3771414,2901649,51.13,48.48,43.22,40.43,39.46,35.16,-12.89,-6.77,-1.8,-4.51,14.4,5.68,-24.12,-12.46,-45.27,-4.29,72.07,19.25,31.33,7.24,12.35,-27.34,47.95,16.21,0,0,0,0,0,-43,0,0,0,-88.31,375.81,-28.14,-10.21,-18.66,1.94,-4.6,5.42,2.66,31.07,25.5,33.04,30.47,27,24.55,-9.6,-18.17,2.1,-3.43,5.66,2.74,-3.68,-8.02,0.98,-1.74,2.9,1.51,68.93,74.5,66.96,69.53,73,75.45,1.27,1.65,3.02,4.54,3.9,3.06,4.15,4.93,5.37,4.22,6.59,7.95,0.36,0.43,0.5,0.38,0.53,0.57,1.42,1.68,1.98,1.47,2.21,2.67,125.31,127.85,102.07,91.59,98.06,68.61,82.49,74.71,46.85,49.62,69.87,95.65,354.86,276.55,274.56,262.43,290.43,303.85,67.3,55.3,27.54,28.55,54.18,77.25,133.12,140.31,158.81,150.48,134.13,107.2,-8.68,-13.01,-24.29,-21.79,-13.92,-1.66,4.42,1.06,1.82,1.97,5.23,14.3,61971115,54075251,52057218,48528226,55790956,50703484,113965395,99988651,100290847,97619934,109412020,117637070,39842569,42294518,48181735,36206832,52641983,60887354,35.37,11.53,4.02,4.13,-6.2,-7.87,50423839,48404888,42827128,38604076,47273262,41409832,38850495,35867128,20628043,18735038,32497018,39045610,50.82,14.52,3.99,5.09,-6.12,-5.81,8.17,8.91,7.93,6.11,7.38,8.57
에스맥(주),97780,43.64,-4.52,-36.43,1.66,1.94,3.56,47684109,-4398793,-26636900,-3384440,11280513,12206028,13.77,19.73,29.17,25.65,16.67,12.16,24.11,-24.79,-33.18,62.02,-0.65,55.71,12.55,-30.95,-26.53,39,5.17,21.53,22.24,-49.66,-20.2,-49.32,6.25,-29.62,27.96,0,0,0,0,0,49.8,0,0,0,-25.15,46.94,6.11,-5.67,-22.72,9.62,-1.95,4.6,10.12,1.31,-0.37,7.47,9.81,19.89,27.98,-12.24,-52.89,12.09,-1.9,2.16,16.46,-7.92,-35.4,7.24,-1.26,1.65,89.88,98.69,100.37,92.53,90.19,80.11,9.01,5.47,6.58,4.35,5.96,2.98,46.58,32.67,68.74,58.07,55.54,54.71,2.7,1.4,1.56,0.75,0.65,0.36,7.8,3.47,3.62,2.76,3.87,3.83,66.01,41.53,62.92,69.66,35.33,29.1,136.36,201.77,186.63,170.15,189.16,247.14,1571.33,1320.54,766.57,888.54,449.83,497.11,121.61,192.03,179.16,167.28,183.07,246.68,78.03,72.67,75.76,91.79,69.58,80.14,14.13,24.54,24.83,18.92,22.9,22.58,37.08,57.52,19.39,98.58,83.41,81.22,93401207,59372056,60318246,82413503,60651762,104960267,226721377,178606725,136686093,183228092,197749257,341707805,556456126,234948437,199648369,139482358,168217687,141385799,56.28,45.52,0.75,12.53,32.34,13.99,87701151,46841191,49055748,56600621,59878560,74269870,119123150,75512705,67141240,81669373,89975159,145950915,9.2,8.2,0.15,8.45,12.98,10.72,4.3,3.12,2.65,8.31,5.5,5.24
에스비더블유생명과학(주),151910,3.48,1.4,-5.07,-18.82,-5.24,0.42,8095043,4529560,-10519222,-51572011,-14673708,-3247416,36.61,42.76,45.96,12.42,34.25,38.97,76.75,12.35,5.66,-60.53,9.63,6.49,71.37,12.72,13.17,-71.48,30.49,7.77,123.12,-20.2,-50.12,-53.82,-21.05,88.19,7.98,-70.86,0,0,0,0,9.04,-43.34,0,0,0,0,2.69,0.98,-22.46,72.55,-82.6,-13.07,6.8,7.02,-2.39,-68.79,-46.78,-0.77,12.63,2.87,-37.74,65.72,-56.58,-17.21,4.72,1.01,-10.66,22.19,-33.62,-9.27,93.2,92.98,102.39,168.79,146.78,100.77,9.99,6.43,2.72,1.86,2.98,3.95,10.41,4.58,1.76,1.37,6.51,14.33,1.76,1.04,0.47,0.31,0.41,0.71,4.95,2.89,1.42,0.78,0.86,2.42,175.66,189.1,349.75,58.78,78.04,93.37,98.45,100.98,101,119.39,642.88,107.59,1026.24,1012.24,686.22,96,92.19,406.95,61.94,53.28,50.43,101.01,562.26,99.33,129.18,134.98,192.94,93.26,90.6,97.26,-0.84,0.52,0.56,6.7,41.47,3.51,21.37,3.51,2.52,42.95,360.22,21.94,121434847,134902338,163330907,52712159,49988994,50610791,179139015,195819536,197152938,80697584,83933967,79356725,230467451,189046476,90289360,39674511,35770222,61102246,3.97,-3.93,-6.63,-14.97,-42.23,-35.27,104116973,111190614,123721214,50905837,20831376,48820321,82826018,90258247,99032596,37093082,45409378,39352365,1.84,-2.63,-11.16,-10.26,-47.57,-24.76,4.28,4.27,2.35,5.36,17.33,13.7
에스씨아이평가정보(주),36120,999999999,999999999,999999999,999999999,4818.15,5855.65,,,,205057,5841,1323111,0,0,0,0,0,0,4.87,-0.61,3.44,6,8.55,12.53,9.96,-5.12,14.23,-49.88,21.77,64.06,0.74,-0.3,-2.79,-5.41,17.59,16.56,74.19,-70.69,343.25,54.38,-10.13,159.61,0,-81.97,567.26,77.63,-12.74,124.88,1.49,0.44,1.99,3.26,2.49,5.54,0,0,0,0,0,0,4.26,1.22,5.22,7.56,6.34,14.79,3.23,0.93,4.05,5.98,5,11.74,0,0,0,0,0,0,24.79,22.65,22.7,23.95,19.97,15.23,0,0,0,0,0,0,2.17,2.12,2.03,1.84,2.01,2.12,28.17,32.2,35.63,31.88,33.43,43.37,32.37,29.97,27.61,25.42,27.77,24.38,236.25,229.03,269.67,137.6,143.68,249.02,74.34,75.25,79.28,85.51,91.1,105.32,236.25,229.03,269.67,137.6,143.68,249.02,59.59,61.75,53.64,91.05,88.49,68.63,31.71,29.57,36.47,7.49,9.35,26.82,138.82,97.25,204.72,76.21,53.57,92.07,,,,4032738,5402716,4841318,,,,17737668,23880543,24110726,,,,35281188,42768733,49863975,20.74,20.87,32.19,69.73,58.78,52.71,,,,3961988,5322591,4457436,,,,10243313,15787927,17300377,2.39,2.26,3.48,7.92,6.61,5.16,0,0,0,0,0,0
에스엔유프리시젼(주),80000,5.56,-4.62,1.17,-11.1,6.08,16.73,,,,,,10966725,29.48,36.74,31.7,17.66,16.09,8.27,5.8,-3.7,-0.48,5.91,11.62,-8.75,13.22,-6.79,5.25,13.7,27.8,-8.15,129.3,-17.78,-15.99,-17.38,100.85,-28.97,0,0,0,0,0,74.76,0,0,0,0,0,88.95,7.97,-15.54,2.59,-31.36,4.94,12.17,33.96,11.52,26.84,1.91,21.44,29.78,10.49,-17.35,2.63,-22.77,6.22,9.89,6.28,-9.99,1.43,-13.91,4.05,7.01,66.04,88.48,73.16,98.09,78.56,70.22,2.43,1.76,1.36,1.04,3.2,6.01,27.94,23.2,24.41,30.09,104.21,18.83,0.79,0.64,0.55,0.44,0.82,0.58,2.87,2.43,2.15,1.89,4.45,4.02,62.96,86.57,81.66,49.65,57.27,26.55,198.28,120.32,126.71,182.92,274.31,563.1,793.78,667.65,682.43,573.7,609.31,629.06,187.42,113.77,122.38,179.15,272.43,511.94,78.97,93.5,85.83,64.89,55.28,43.93,25.55,8.43,11.12,25.67,41.21,53.69,35.05,15.06,10.6,32.91,77.3,254.46,,,,,,28738346,,,,,,136476918,,,,,,82572761,-4.52,3.72,4.41,3.17,6.11,56.89,,,,,,15912897,,,,,,89502698,-2.27,2.63,3.59,2.44,2.87,19.75,5.45,5.31,5.14,4.48,4.07,3.78
에스엔케이폴리텍(주),91340,-1.39,4.31,11.63,5.51,2.62,0.29,-1614015,2718054,3241604,3586860,9830384,13529305,23.47,20.14,35.26,35.99,36.56,27.75,28.25,6.97,34.42,9.65,13.59,-13.38,32.06,16.84,49.23,-25.99,-4.39,-8.71,-4.18,60.66,9.41,28.57,-21.37,-12.58,0,0,35.39,-29.59,0,0,0,0,5.6,-35.11,-22.83,-89.39,-1.5,13.06,16.17,8.85,-0.78,11.73,18.35,33.48,36.5,27.33,21.38,18.77,-0.49,6.72,8.35,5.36,-0.33,4.1,-0.4,4.75,5.31,3.11,-0.19,2.55,81.65,66.52,63.5,72.67,78.62,81.23,2.87,3.12,2.48,3.08,2.24,1.82,3.18,6.42,9.34,11.51,8.92,6.3,0.26,0.36,0.33,0.35,0.25,0.22,0.6,0.9,0.96,1.14,0.78,0.73,41.16,41.71,71.18,73.64,72.25,48.63,289.14,557.62,807.94,523.01,228.41,198.18,1031.37,1098.95,1156.08,1195.26,1021.7,1025.6,250.26,519.28,770.35,487.58,212.95,175.65,64.13,57.24,57.89,96.08,107.49,89.74,35.7,48.92,57.99,36.13,21.14,19.63,127.87,369.95,379.21,344.58,124.47,94.38,17149665,18655275,34768161,80090759,152492040,124569819,62242457,64672580,83713742,138261787,221931894,198180043,15923489,22477556,25584533,63430728,178587054,282148096,3.82,15.59,9.52,8.49,3.46,-0.71,11234534,7125276,7159196,45910789,86263994,71282164,36238479,40014924,56687888,71517039,97749488,89557908,4.76,13.05,13.83,10.73,6.25,-0.99,5.04,7.91,1.93,1.77,2.53,2.72
에스엘(주),5850,15.87,573.81,3416.96,5531.36,13039.49,2770.34,35300478,59710128,63278306,111478489,63359409,4577368,0.88,0.05,0.02,0.01,0.01,0.01,-0.09,8.09,11.07,4.88,11.36,4.72,1.21,17.11,13.72,1.51,1.85,6,-0.13,-2.7,5.66,7.62,12.84,1.98,48.26,38.25,8.62,25.22,103.35,-79.47,-18.59,122.24,34.61,26.26,0.8,-83.17,5.98,8.5,8.74,10.17,18.32,3.69,10.19,12.54,14.43,13.56,11.21,7.9,7.12,9.22,9.32,10.74,19.06,3.58,5.34,7.1,7.03,8.17,15.35,2.92,89.81,87.46,85.57,86.44,88.79,92.1,4.33,4.03,3.87,4.02,4.77,4.6,14.52,12.13,11.01,11.39,12.64,11.48,0.89,0.84,0.8,0.8,0.84,0.79,5.43,5.26,5.21,4.99,5.37,5.66,29.01,30.83,34.22,28.95,20.19,25.12,278.12,283.31,255.16,281.92,356.17,312.11,2959.91,3154.88,3415.63,3729.04,4455.14,4481.78,243.57,245.64,222.56,246.72,310.69,266.93,62.98,58.28,58.02,58.09,59.78,61.47,32.78,35.88,34.52,35.46,36.15,34.57,17.83,20.8,47.19,46.47,49.06,32.94,528492352,601294890,702701961,675924680,577073770,686496987,1218226519,1379439277,1548269652,1631322202,1600258898,1709312924,1241660948,1359380094,1395133199,1620581391,1489427601,1598634354,40.23,39.3,38.02,38.18,43.56,33.58,447909054,500323245,556373590,511201315,431068930,535399067,589722290,699305502,766545101,804533067,793899784,883431604,10.13,11.52,12.68,10.92,9.2,8.71,2.22,1.11,3.28,4.96,2.34,2.38
에스와이(주),109610,3.01,2.88,5.47,3.62,2.68,1.93,,,14956104,9241387,9516191,9131032,41.38,46.31,32.02,41.1,38.4,37.38,33.25,22.04,22.88,21.29,94.62,-6,29.49,1.9,36.94,32.22,84.31,-6.21,23.72,29.31,9.44,9.77,64.27,14.86,149.79,-23.4,108.47,-68.82,0.87,112.31,35.36,38.69,103.64,-35.01,10.23,-6.9,3.38,2,3.82,1.08,0.67,1.23,6.69,7.64,10.72,8.6,7.76,8.08,18.73,12.32,18,4.57,2.76,3.98,5.68,3.43,5.84,1.49,0.93,1.54,93.31,92.36,89.28,91.4,92.24,91.92,4.56,5.42,5.85,4.41,4.19,4.15,41.13,33.84,27.72,23.89,19.76,13.85,1.68,1.71,1.53,1.38,1.4,1.26,5.82,5.44,4.97,5.39,4.5,3.8,244.33,272.23,170.43,242.93,177.25,139.33,82.32,71.52,83.29,83.12,89.49,99.28,1155.32,1304.24,1423.15,694.59,842.96,886.67,75.83,61.12,74.03,72.71,75.38,76.84,173.76,218.27,145.78,170.6,145.31,125.69,-10.64,-16.47,-9.25,-10.2,-5.59,-0.35,6.42,9.04,12.99,3.84,10.85,10.59,,,166674551,217946831,229140167,212360101,,,217301617,274493159,342995527,334983387,,,261724632,306116510,393503262,419928752,2.87,6.35,11.79,-1.5,-6.92,-1.32,,,120757715,160262200,176484843,164963939,,,99736491,129626962,167243215,169238714,1.38,2.98,5.35,-0.85,-4.17,-0.59,4.02,4.37,4.39,3.67,3.19,3.33
에스지씨에너지(주),5090,1.22,0.72,1.54,0.32,-1.79,-2.49,14671708,8944814,14971835,1427655,-17014155,-27956062,53.26,52.77,51.62,53.78,52.91,54.47,1.28,-0.3,2.31,-1.17,-6.49,-9.95,37.7,2.38,8.41,-3.36,3.22,-20.16,1.04,-1.52,4.45,-6.18,11.79,7.94,-44.15,-7.14,46.68,0,0,0,27.9,-42.53,89.91,-79.28,0,0,2.95,2.78,3.91,-0.73,-2.41,-8.43,13.49,11.98,15.27,11.67,3.19,-0.66,3.62,3.39,4.79,-0.83,-3.21,-13.59,1.34,1.24,1.8,-0.31,-1.2,-4.95,86.51,88.02,84.73,88.33,96.81,100.66,4.28,4.23,4.37,4.08,4.26,4.5,3.69,2.94,2.61,2.27,2.72,3.8,0.45,0.45,0.46,0.43,0.5,0.59,1.09,1.19,1.29,1.25,1.42,1.59,176.95,170.25,161.28,165.13,169.25,180.15,104.56,100.77,86.3,67.32,75.39,56.76,948.73,969.3,1025.67,998.92,919.76,796.01,62.35,52.89,42.67,31.6,42.27,35.67,182.89,176,164.73,169.32,161.84,181.06,1.48,0.27,-5.87,-17.54,-13.03,-26.94,5.03,1.11,0.68,0.69,2.74,2.85,502288836,526446120,522758457,524366456,474425594,441709298,766651288,813320785,841187064,854268059,797747001,759129159,290031609,297812164,310295324,297458693,319961347,346781204,1.83,1.68,3.02,4.07,2.44,3.48,234853693,249476945,304429793,369905516,324162289,417031912,223495455,232458146,249133044,242471696,246744212,197394639,2.59,2.37,4.08,5.86,2.97,3.6,3.73,3.52,3.14,3.11,3.31,3.82
에스지씨이테크건설(주),16250,-7.14,1.24,3.51,7.14,9.42,5.53,1300792,58272679,79948045,89957935,145310538,113025079,20.32,19.45,21.31,19.61,16.03,18.67,2.38,4.7,-13,3.7,23.63,21.84,-6.07,7.62,-25.39,11.47,89.89,23.38,-27.53,34.44,16.36,6.98,-0.28,4.85,0,0,70.72,34.13,-13.39,-38.45,0,0,167.59,64.54,20.35,-34.46,-4.75,0.98,1.43,1.79,1.56,0.91,2.8,7.16,9,7.79,7.08,6.54,-17.82,5.21,8.28,10.31,8.26,4.95,-5.61,1.49,2.67,3.77,2.87,1.44,97.2,92.84,91,92.21,92.92,93.46,4.31,4.49,6.2,9.91,7.54,6.02,1807.59,2736.85,7289.4,0,0,68.87,1.18,1.53,1.86,2.1,1.84,1.57,281.52,402.96,509.12,586.17,357.28,261.02,254.11,244.14,179.7,167.26,207.09,280.27,76.32,79.24,76.08,83.55,123.5,114.49,872.59,940.11,1006.32,1092.1,1175.11,1156.2,76.23,79.17,76.08,83.55,123.5,108.47,163.88,154.1,147.25,131.22,67,79.22,-16.67,-14.47,-14.88,-10.02,14.88,10.02,8.85,8.76,14.63,22.39,28.89,23.87,768229539,1016990757,1160008718,1253732312,1336568371,1414258612,1027960171,1315550522,1495405569,1642373302,1781197619,1912963647,667502467,877234227,1100688301,1191570073,1465750842,1487904768,0.31,1.34,3.44,7.83,10.39,4.05,484203319,602345480,494952751,594110767,760370039,868012918,313006063,297727983,244175824,337599988,569593404,629820151,0.19,0.63,1.1,2.37,4.21,2.09,5.12,4.44,4.29,3.64,3.38,3.1
에스지에이(주),49470,0.11,0.01,-0.2,-6.85,-5.7,1.95,2308676,4584074,5417654,3872831,-4582557,-8031288,24.14,23.06,16.29,18.81,24.62,16.81,6.5,15.58,4.79,16.21,12.48,-10.5,12.51,10.1,3.78,-4.78,-0.37,-8.01,34.04,-5.19,6.54,-23.28,12.84,17.46,0,-11.68,0,0,0,0,0,-82.68,0,0,0,0,0.33,0.31,-5.06,2.03,-24.44,-0.16,20.91,22.02,15.08,11.93,19.07,17.69,0.48,0.39,-5.47,1.39,-19.47,-0.16,0.27,0.22,-3.46,0.96,-11.46,-0.09,79.09,77.98,84.92,88.07,80.93,82.31,2.71,2.35,2.41,2.08,2.67,4.11,12.3,16.59,19.94,13.98,10.94,14.76,0.83,0.71,0.68,0.47,0.47,0.55,147.81,160.73,94.29,62.67,4.08,2.54,70.22,84.99,38.99,47.88,95.87,65.05,279.59,193.27,400.67,148.64,188.08,232.28,115.92,121.39,120.11,119.87,96.83,95.63,265.92,175.64,389.47,133.22,171.44,212.26,65.76,76.85,58.52,77.73,113.58,93.77,39.42,28.21,43.44,15.52,19.68,24.59,9.75,26.99,63.85,21.07,26.63,56.58,35276471,40557410,49842580,78202239,68379604,64129141,70859880,82677087,125358210,163921391,147318940,132956451,51076987,58218926,72075046,109262777,98081509,88885999,-8.33,3.1,-5.51,-9.29,1.22,13.52,20920223,26378638,34181191,52569883,36894397,40498391,50020266,53832901,72426278,97348616,81394443,72299333,-4.29,2.17,-2.31,-6.81,1.34,9.17,6.73,8.58,8.1,4.37,5.27,5.62
에스지에이솔루션즈(주),184230,,,9.86,4.25,1.38,-6.67,,,4158034,5136190,3852439,-9249577,,,8.14,28.53,10.3,22.64,,,0,0,-2.62,3.1,,,0,0,-17.45,-17.85,,,0,0,-27.94,-12.75,,,0,0,-51.06,0,,,0,0,-76.51,0,,,17.75,10.62,7.21,-38.25,,,46.1,39.38,44.88,25.8,,,12.41,7.69,3.27,-13.85,,,10.55,4.49,2.22,-10.28,,,53.9,60.62,55.12,74.2,,,2.88,1.95,1.51,1.91,,,16.59,4.43,3.1,3.45,,,0.59,0.42,0.31,0.27,,,50.33,54.54,32.21,25.32,,,17.61,71.43,28.17,41.98,,,705.16,228.14,226.95,218.4,,,1272.56,1528.39,1598.88,1402.01,,,671.74,180.36,166.07,180.84,,,28.7,93.28,78.64,98.27,,,64.88,25.6,21.62,16.69,,,19.8,15.81,12.31,55.86,,,5037495,52725067,32589591,39255903,,,33627078,93876011,83033096,78073694,,,19994383,49543830,55343525,45381803,,,88.55,-0.59,8.11,7.75,,,3606489,28554561,19280103,26559450,,,27418523,58467636,48203385,40167405,,,22.31,-0.58,5.7,8.66,,,15.45,5.09,5.43,6.16
에스지이(주),255220,8.37,8.46,7.72,8.36,9.32,5.17,,,7065358,11464092,16592443,15123784,39.58,50.28,51.21,48.18,36.7,41.15,0,84.35,15.21,49.76,48.59,72.33,0,38.96,20.5,19.25,105.23,105.85,0,11.52,-13,44.34,126.87,22.3,0,46.88,40.63,25.17,20.96,9.19,0,42.42,46.1,24.22,35.75,13.47,9.2,12.11,19.58,16.98,9.05,8.08,15.91,18.86,33.06,32.11,35.16,33.76,51.42,54.82,46.51,41.78,36.76,24.47,11.85,12.25,12.34,11.55,9.38,6.29,84.09,81.14,66.94,67.89,64.84,66.24,8.21,11.91,11.69,4.82,4.22,2.86,177.6,171.06,135.87,135.89,90.48,74.57,1.29,1.01,0.63,0.68,1.04,0.78,5.29,2.67,1.37,1.39,2.2,1.98,333.79,355.6,227.67,288.4,294.63,285.92,69.55,68.91,83.28,51.4,67.68,94.1,545.3,957.14,1533.27,1937.19,2833.06,3992.16,68.55,67.98,82.41,50.5,65.31,92.75,213.44,281.15,196.44,264.53,220.81,182.87,-22.24,-17.28,-8.04,-30.16,-21.03,-3.3,25.59,5.21,67.89,13.62,13.69,19.24,,,49971682,58375494,85869020,139716828,,,66349899,83188237,122836078,200180759,,,64861166,93642364,126112115,145839541,34.37,19.13,16.17,2.43,7.58,-2.13,,,38114656,49003523,74891418,104388398,,,32265857,30291843,58197196,109053009,20.52,19.15,19.08,3.18,6.53,-2.57,4.57,3.85,4.05,3.57,3.48,4.58
에스케이(주),34730,3.46,3.65,2.74,5.8,5.69,6.03,225192922,271541724,1403264000,5298179000,5861039000,4688117000,51.01,48.03,31.03,31.24,34.4,33.34,-4.91,-0.23,453.79,4.48,8.59,7.1,-14.67,-17.43,7.75,5.92,6.02,-7.81,18.13,9.33,4.6,50.78,-20.42,7.85,-1.91,92.82,2321.94,-88.98,-4.61,137.47,16.16,12.79,6.53,234.91,2.73,22.02,6.9,12.17,281.89,20.61,24.7,54.39,0,0,0,0,0,0,13.02,23.9,92.79,5.48,5.05,11.4,3.82,7.56,56.05,3.57,3.19,7.03,0,0,0,0,0,0,4.12,4.68,4.96,7.06,5.34,6.54,44.77,25.22,25.9,34.26,49.87,5584.98,0.55,0.62,0.2,0.17,0.13,0.13,4.33,3.86,3.36,4.61,3.65,4.58,236.36,198.44,53.23,54.13,61.84,62.34,101.35,127.74,49.09,54.75,36.58,30.64,9466.26,10644.82,74629.03,77515.12,80160.55,85590.74,91.58,113.58,43.58,47.88,36.54,30.63,248.38,233.83,146.77,147.55,155.09,156.51,0.35,4.7,-4.37,-3.53,-7.23,-8.13,25.48,26.97,6.48,11.09,3.71,4.95,2721795307,2704671543,56556559000,60720613000,64020500000,68569119000,5002307081,5307038715,96633809000,1.03E+11,1.10E+11,1.19E+11,2301754740,2425966528,39569775000,83617494000,93296368000,1.02E+11,6.98,6.34,2.03,5.58,9.13,9.42,876275245,640529200,25919322000,28716610000,31368049000,30007832000,988336757,927127515,29765131000,32450042000,35198911000,37128397000,8.65,6.79,6.02,11.56,28.09,28.95,3.73,4.13,2.64,2.61,2.42,2.52
에스케이가스(주),18670,6.93,9.79,3.05,4.45,3.32,2.29,123492267,120314726,93522134,180788100,125439007,102999053,33.51,31.73,36.58,38.31,37.1,36.56,-21.38,3.49,7.97,7.26,14.58,13.57,-25.57,-30.75,-4.5,14.06,27.3,2.7,-17.56,2.78,-34.46,19.08,23.34,15.82,0.17,3.91,-32.59,46.57,-3.55,4.73,-23.26,-15.53,-34.41,74.39,-12.2,-12.47,2.02,2.04,2.1,2.58,2.02,1.83,6.81,6.61,8.51,9.47,7.14,5.12,8.39,8.05,5.27,7.38,6.58,6.23,3.64,4.22,2.69,3.67,3.19,2.93,93.19,93.39,91.49,90.53,92.86,94.88,10.22,12.1,8.64,8.63,8.34,8.44,11.58,16.17,14.11,21.14,23.03,23.64,1.81,2.07,1.28,1.42,1.58,1.6,6.48,7.72,4.66,5.32,6.2,5.93,91.16,90.19,101.33,101.29,111.38,114.11,170.68,118.28,122.05,95.59,112.54,100.15,2481.09,2556.12,2582.01,2743.4,2964.64,3292.25,124.85,87.6,93.1,81.56,90.01,84.96,79.96,116.16,132.01,127.59,125.39,135.35,24.09,6.01,6.22,-1.69,4.53,0.05,60.51,22,12.51,12.68,16.94,2.97,1509553862,1931793486,2452408102,2359619398,2568305687,2112825033,2628349553,3337842683,4079951416,4070915648,4351747561,3755607242,6672246520,5943465084,4078985548,5254738369,6689683934,6859163776,20.99,9.84,10.25,0.82,2.03,1.52,1012423841,928144325,773629688,1595090734,1521920213,1500614810,1533339445,1299012586,1466575468,1980011042,2106455293,1609767814,4.88,2.29,4.17,0.3,0.72,0.54,1.57,1.24,2.34,2.38,2.5,2.85
